2018-08-16 12:49:57,tvw825385571,漳州,4,挺好看的😊哈哈
2018-08-16 12:44:38,昔兮710,西安,4.5,喜欢黄渤，这电影感觉也不错，但不知为何，看着看着居然有些小无聊的赶脚，但总体还是很喜欢的
2018-08-16 12:44:34,yaojiangyan1214,乌鲁木齐,5,好看，有新意
2018-08-16 12:44:32,ODA148032375,深圳,2.5,娱乐电影  一般  感觉电影票贵了  46元  不值
2018-08-16 12:44:29,ZvG741024756,惠州,5,黄渤出品，不用多说！
2018-08-16 12:44:22,xRR498481937,泗洪,3,八路太普通慢性胰腺炎
2018-08-16 12:43:58,john好饿啊,中山,4,不错，值得一看。
2018-08-16 12:43:54,vMw957353019,开封,4,还好吧，没有想象中的搞笑
2018-08-16 12:43:14,djR393412729,诸城,3.5,一般，总体来说
2018-08-16 12:42:56,SeM645838411,汕头,5,很好，不错，挺好看，真的。
2018-08-16 12:42:53,Dzd317217723,广元,4,觉得没有那么简单，有二刷的冲动
2018-08-16 12:42:34,Z琪琪丶,绵阳,4,一般吧，一般吧
2018-08-16 12:42:25,听雨_2010,昆明,5,好剧，优秀！
2018-08-16 12:44:55,Echo9792,西安,5,舒淇真女神，很深邃的一部片子，能看出人性，最后张艺兴黑化让人很惊喜，演技炸裂。
2018-08-16 12:44:51,依赖这感觉,威海,4,一般吧，不是太喜欢
2018-08-16 12:44:38,昔兮710,西安,4.5,喜欢黄渤，这电影感觉也不错，但不知为何，看着看着居然有些小无聊的赶脚，但总体还是很喜欢的
2018-08-16 12:44:34,yaojiangyan1214,乌鲁木齐,5,好看，有新意
2018-08-16 12:44:32,ODA148032375,深圳,2.5,娱乐电影  一般  感觉电影票贵了  46元  不值
2018-08-16 12:44:29,ZvG741024756,惠州,5,黄渤出品，不用多说！
2018-08-16 12:44:22,xRR498481937,泗洪,3,八路太普通慢性胰腺炎
2018-08-16 12:43:58,john好饿啊,中山,4,不错，值得一看。
2018-08-16 12:43:54,vMw957353019,开封,4,还好吧，没有想象中的搞笑
2018-08-16 12:43:14,djR393412729,诸城,3.5,一般，总体来说
2018-08-16 12:42:56,SeM645838411,汕头,5,很好，不错，挺好看，真的。
2018-08-16 12:42:53,Dzd317217723,广元,4,觉得没有那么简单，有二刷的冲动
2018-08-16 12:42:34,Z琪琪丶,绵阳,4,一般吧，一般吧
2018-08-16 12:42:25,听雨_2010,昆明,5,好剧，优秀！
2018-08-16 12:42:22,月黄昏lingling,宿迁,2,整个电影笑点不多，前期把人性的自私展露无遗，但是用十分钟洗白，太过突兀
2018-08-16 12:44:51,依赖这感觉,威海,4,一般吧，不是太喜欢
2018-08-16 12:44:38,昔兮710,西安,4.5,喜欢黄渤，这电影感觉也不错，但不知为何，看着看着居然有些小无聊的赶脚，但总体还是很喜欢的
2018-08-16 12:44:34,yaojiangyan1214,乌鲁木齐,5,好看，有新意
2018-08-16 12:44:32,ODA148032375,深圳,2.5,娱乐电影  一般  感觉电影票贵了  46元  不值
2018-08-16 12:44:29,ZvG741024756,惠州,5,黄渤出品，不用多说！
2018-08-16 12:44:22,xRR498481937,泗洪,3,八路太普通慢性胰腺炎
2018-08-16 12:43:58,john好饿啊,中山,4,不错，值得一看。
2018-08-16 12:43:54,vMw957353019,开封,4,还好吧，没有想象中的搞笑
2018-08-16 12:43:14,djR393412729,诸城,3.5,一般，总体来说
2018-08-16 12:42:56,SeM645838411,汕头,5,很好，不错，挺好看，真的。
2018-08-16 12:42:53,Dzd317217723,广元,4,觉得没有那么简单，有二刷的冲动
2018-08-16 12:42:34,Z琪琪丶,绵阳,4,一般吧，一般吧
2018-08-16 12:42:25,听雨_2010,昆明,5,好剧，优秀！
2018-08-16 12:42:22,月黄昏lingling,宿迁,2,整个电影笑点不多，前期把人性的自私展露无遗，但是用十分钟洗白，太过突兀
2018-08-16 12:42:09,你是我的夢想,登封,5,黄渤和张艺兴演技都挺不错
2018-08-16 12:44:38,昔兮710,西安,4.5,喜欢黄渤，这电影感觉也不错，但不知为何，看着看着居然有些小无聊的赶脚，但总体还是很喜欢的
2018-08-16 12:44:34,yaojiangyan1214,乌鲁木齐,5,好看，有新意
2018-08-16 12:44:32,ODA148032375,深圳,2.5,娱乐电影  一般  感觉电影票贵了  46元  不值
2018-08-16 12:44:29,ZvG741024756,惠州,5,黄渤出品，不用多说！
2018-08-16 12:44:22,xRR498481937,泗洪,3,八路太普通慢性胰腺炎
2018-08-16 12:43:58,john好饿啊,中山,4,不错，值得一看。
2018-08-16 12:43:54,vMw957353019,开封,4,还好吧，没有想象中的搞笑
2018-08-16 12:43:14,djR393412729,诸城,3.5,一般，总体来说
2018-08-16 12:42:56,SeM645838411,汕头,5,很好，不错，挺好看，真的。
2018-08-16 12:42:53,Dzd317217723,广元,4,觉得没有那么简单，有二刷的冲动
2018-08-16 12:42:34,Z琪琪丶,绵阳,4,一般吧，一般吧
2018-08-16 12:42:25,听雨_2010,昆明,5,好剧，优秀！
2018-08-16 12:42:22,月黄昏lingling,宿迁,2,整个电影笑点不多，前期把人性的自私展露无遗，但是用十分钟洗白，太过突兀
2018-08-16 12:42:09,你是我的夢想,登封,5,黄渤和张艺兴演技都挺不错
2018-08-16 12:41:42,gl867437,西安,5,非常喜欢的一部影片，值得推荐
2018-08-16 12:44:34,yaojiangyan1214,乌鲁木齐,5,好看，有新意
2018-08-16 12:44:32,ODA148032375,深圳,2.5,娱乐电影  一般  感觉电影票贵了  46元  不值
2018-08-16 12:44:29,ZvG741024756,惠州,5,黄渤出品，不用多说！
2018-08-16 12:44:22,xRR498481937,泗洪,3,八路太普通慢性胰腺炎
2018-08-16 12:43:58,john好饿啊,中山,4,不错，值得一看。
2018-08-16 12:43:54,vMw957353019,开封,4,还好吧，没有想象中的搞笑
2018-08-16 12:43:14,djR393412729,诸城,3.5,一般，总体来说
2018-08-16 12:42:56,SeM645838411,汕头,5,很好，不错，挺好看，真的。
2018-08-16 12:42:53,Dzd317217723,广元,4,觉得没有那么简单，有二刷的冲动
2018-08-16 12:42:34,Z琪琪丶,绵阳,4,一般吧，一般吧
2018-08-16 12:42:25,听雨_2010,昆明,5,好剧，优秀！
2018-08-16 12:42:22,月黄昏lingling,宿迁,2,整个电影笑点不多，前期把人性的自私展露无遗，但是用十分钟洗白，太过突兀
2018-08-16 12:42:09,你是我的夢想,登封,5,黄渤和张艺兴演技都挺不错
2018-08-16 12:41:42,gl867437,西安,5,非常喜欢的一部影片，值得推荐
2018-08-16 12:41:41,GbD852597826,杭州,3.5,完全的男权社会吗？女人能不能有点作为？
2018-08-16 12:44:32,ODA148032375,深圳,2.5,娱乐电影  一般  感觉电影票贵了  46元  不值
2018-08-16 12:44:29,ZvG741024756,惠州,5,黄渤出品，不用多说！
2018-08-16 12:44:22,xRR498481937,泗洪,3,八路太普通慢性胰腺炎
2018-08-16 12:43:58,john好饿啊,中山,4,不错，值得一看。
2018-08-16 12:43:54,vMw957353019,开封,4,还好吧，没有想象中的搞笑
2018-08-16 12:43:14,djR393412729,诸城,3.5,一般，总体来说
2018-08-16 12:42:56,SeM645838411,汕头,5,很好，不错，挺好看，真的。
2018-08-16 12:42:53,Dzd317217723,广元,4,觉得没有那么简单，有二刷的冲动
2018-08-16 12:42:34,Z琪琪丶,绵阳,4,一般吧，一般吧
2018-08-16 12:42:25,听雨_2010,昆明,5,好剧，优秀！
2018-08-16 12:42:22,月黄昏lingling,宿迁,2,整个电影笑点不多，前期把人性的自私展露无遗，但是用十分钟洗白，太过突兀
2018-08-16 12:42:09,你是我的夢想,登封,5,黄渤和张艺兴演技都挺不错
2018-08-16 12:41:42,gl867437,西安,5,非常喜欢的一部影片，值得推荐
2018-08-16 12:41:41,GbD852597826,杭州,3.5,完全的男权社会吗？女人能不能有点作为？
2018-08-16 12:41:18,7rrr,广州,3.5,还行没想象中好看
2018-08-16 12:44:29,ZvG741024756,惠州,5,黄渤出品，不用多说！
2018-08-16 12:44:22,xRR498481937,泗洪,3,八路太普通慢性胰腺炎
2018-08-16 12:43:58,john好饿啊,中山,4,不错，值得一看。
2018-08-16 12:43:54,vMw957353019,开封,4,还好吧，没有想象中的搞笑
2018-08-16 12:43:14,djR393412729,诸城,3.5,一般，总体来说
2018-08-16 12:42:56,SeM645838411,汕头,5,很好，不错，挺好看，真的。
2018-08-16 12:42:53,Dzd317217723,广元,4,觉得没有那么简单，有二刷的冲动
2018-08-16 12:42:34,Z琪琪丶,绵阳,4,一般吧，一般吧
2018-08-16 12:42:25,听雨_2010,昆明,5,好剧，优秀！
2018-08-16 12:42:22,月黄昏lingling,宿迁,2,整个电影笑点不多，前期把人性的自私展露无遗，但是用十分钟洗白，太过突兀
2018-08-16 12:42:09,你是我的夢想,登封,5,黄渤和张艺兴演技都挺不错
2018-08-16 12:41:42,gl867437,西安,5,非常喜欢的一部影片，值得推荐
2018-08-16 12:41:41,GbD852597826,杭州,3.5,完全的男权社会吗？女人能不能有点作为？
2018-08-16 12:41:18,7rrr,广州,3.5,还行没想象中好看
2018-08-16 12:40:54,腻腻,锦州,4.5,[cp]#巨齿鲨##一出好戏[电影]#连看两部电影说说不是很专业的影评。一出好戏的确是寓言故事，寓言到电影过场，寓意需要久久回忆。却不适合只为了放松心情去电影院看电影的观众，全片剧情讲述较长些许无聊，其实个人意见前期宝强表演亮眼，后期张艺兴表演更加出众，作为黄渤第一次导演作品，微微辜负期待，毕竟都是为了支持演技派黄渤去的[污]
2018-08-16 12:44:22,xRR498481937,泗洪,3,八路太普通慢性胰腺炎
2018-08-16 12:43:58,john好饿啊,中山,4,不错，值得一看。
2018-08-16 12:43:54,vMw957353019,开封,4,还好吧，没有想象中的搞笑
2018-08-16 12:43:14,djR393412729,诸城,3.5,一般，总体来说
2018-08-16 12:42:56,SeM645838411,汕头,5,很好，不错，挺好看，真的。
2018-08-16 12:42:53,Dzd317217723,广元,4,觉得没有那么简单，有二刷的冲动
2018-08-16 12:42:34,Z琪琪丶,绵阳,4,一般吧，一般吧
2018-08-16 12:42:25,听雨_2010,昆明,5,好剧，优秀！
2018-08-16 12:42:22,月黄昏lingling,宿迁,2,整个电影笑点不多，前期把人性的自私展露无遗，但是用十分钟洗白，太过突兀
2018-08-16 12:42:09,你是我的夢想,登封,5,黄渤和张艺兴演技都挺不错
2018-08-16 12:41:42,gl867437,西安,5,非常喜欢的一部影片，值得推荐
2018-08-16 12:41:41,GbD852597826,杭州,3.5,完全的男权社会吗？女人能不能有点作为？
2018-08-16 12:41:18,7rrr,广州,3.5,还行没想象中好看
2018-08-16 12:40:54,腻腻,锦州,4.5,[cp]#巨齿鲨##一出好戏[电影]#连看两部电影说说不是很专业的影评。一出好戏的确是寓言故事，寓言到电影过场，寓意需要久久回忆。却不适合只为了放松心情去电影院看电影的观众，全片剧情讲述较长些许无聊，其实个人意见前期宝强表演亮眼，后期张艺兴表演更加出众，作为黄渤第一次导演作品，微微辜负期待，毕竟都是为了支持演技派黄渤去的[污]
2018-08-16 12:40:40,wx13831171099,石家庄,5,好看好看的电影
2018-08-16 12:43:58,john好饿啊,中山,4,不错，值得一看。
2018-08-16 12:43:54,vMw957353019,开封,4,还好吧，没有想象中的搞笑
2018-08-16 12:43:14,djR393412729,诸城,3.5,一般，总体来说
2018-08-16 12:42:56,SeM645838411,汕头,5,很好，不错，挺好看，真的。
2018-08-16 12:42:53,Dzd317217723,广元,4,觉得没有那么简单，有二刷的冲动
2018-08-16 12:42:34,Z琪琪丶,绵阳,4,一般吧，一般吧
2018-08-16 12:42:25,听雨_2010,昆明,5,好剧，优秀！
2018-08-16 12:42:22,月黄昏lingling,宿迁,2,整个电影笑点不多，前期把人性的自私展露无遗，但是用十分钟洗白，太过突兀
2018-08-16 12:42:09,你是我的夢想,登封,5,黄渤和张艺兴演技都挺不错
2018-08-16 12:41:42,gl867437,西安,5,非常喜欢的一部影片，值得推荐
2018-08-16 12:41:41,GbD852597826,杭州,3.5,完全的男权社会吗？女人能不能有点作为？
2018-08-16 12:41:18,7rrr,广州,3.5,还行没想象中好看
2018-08-16 12:40:54,腻腻,锦州,4.5,[cp]#巨齿鲨##一出好戏[电影]#连看两部电影说说不是很专业的影评。一出好戏的确是寓言故事，寓言到电影过场，寓意需要久久回忆。却不适合只为了放松心情去电影院看电影的观众，全片剧情讲述较长些许无聊，其实个人意见前期宝强表演亮眼，后期张艺兴表演更加出众，作为黄渤第一次导演作品，微微辜负期待，毕竟都是为了支持演技派黄渤去的[污]
2018-08-16 12:40:40,wx13831171099,石家庄,5,好看好看的电影
2018-08-16 12:40:31,LaBrezza,泰安,4,虽然可能对于一些人来说，这个电影不够完美。但是足够了。虽然烂尾了 但是如果真的按一开始写好的结尾，大家都死了之类的内容，中国是不允许播出的。emmmm还不错，相对满意
2018-08-16 12:43:54,vMw957353019,开封,4,还好吧，没有想象中的搞笑
2018-08-16 12:43:14,djR393412729,诸城,3.5,一般，总体来说
2018-08-16 12:42:56,SeM645838411,汕头,5,很好，不错，挺好看，真的。
2018-08-16 12:42:53,Dzd317217723,广元,4,觉得没有那么简单，有二刷的冲动
2018-08-16 12:42:34,Z琪琪丶,绵阳,4,一般吧，一般吧
2018-08-16 12:42:25,听雨_2010,昆明,5,好剧，优秀！
2018-08-16 12:42:22,月黄昏lingling,宿迁,2,整个电影笑点不多，前期把人性的自私展露无遗，但是用十分钟洗白，太过突兀
2018-08-16 12:42:09,你是我的夢想,登封,5,黄渤和张艺兴演技都挺不错
2018-08-16 12:41:42,gl867437,西安,5,非常喜欢的一部影片，值得推荐
2018-08-16 12:41:41,GbD852597826,杭州,3.5,完全的男权社会吗？女人能不能有点作为？
2018-08-16 12:41:18,7rrr,广州,3.5,还行没想象中好看
2018-08-16 12:40:54,腻腻,锦州,4.5,[cp]#巨齿鲨##一出好戏[电影]#连看两部电影说说不是很专业的影评。一出好戏的确是寓言故事，寓言到电影过场，寓意需要久久回忆。却不适合只为了放松心情去电影院看电影的观众，全片剧情讲述较长些许无聊，其实个人意见前期宝强表演亮眼，后期张艺兴表演更加出众，作为黄渤第一次导演作品，微微辜负期待，毕竟都是为了支持演技派黄渤去的[污]
2018-08-16 12:40:40,wx13831171099,石家庄,5,好看好看的电影
2018-08-16 12:40:31,LaBrezza,泰安,4,虽然可能对于一些人来说，这个电影不够完美。但是足够了。虽然烂尾了 但是如果真的按一开始写好的结尾，大家都死了之类的内容，中国是不允许播出的。emmmm还不错，相对满意
2018-08-16 12:40:31,吃货一族xy,登封,5,挺不错的，很好看
2018-08-16 12:43:14,djR393412729,诸城,3.5,一般，总体来说
2018-08-16 12:42:56,SeM645838411,汕头,5,很好，不错，挺好看，真的。
2018-08-16 12:42:53,Dzd317217723,广元,4,觉得没有那么简单，有二刷的冲动
2018-08-16 12:42:34,Z琪琪丶,绵阳,4,一般吧，一般吧
2018-08-16 12:42:25,听雨_2010,昆明,5,好剧，优秀！
2018-08-16 12:42:22,月黄昏lingling,宿迁,2,整个电影笑点不多，前期把人性的自私展露无遗，但是用十分钟洗白，太过突兀
2018-08-16 12:42:09,你是我的夢想,登封,5,黄渤和张艺兴演技都挺不错
2018-08-16 12:41:42,gl867437,西安,5,非常喜欢的一部影片，值得推荐
2018-08-16 12:41:41,GbD852597826,杭州,3.5,完全的男权社会吗？女人能不能有点作为？
2018-08-16 12:41:18,7rrr,广州,3.5,还行没想象中好看
2018-08-16 12:40:54,腻腻,锦州,4.5,[cp]#巨齿鲨##一出好戏[电影]#连看两部电影说说不是很专业的影评。一出好戏的确是寓言故事，寓言到电影过场，寓意需要久久回忆。却不适合只为了放松心情去电影院看电影的观众，全片剧情讲述较长些许无聊，其实个人意见前期宝强表演亮眼，后期张艺兴表演更加出众，作为黄渤第一次导演作品，微微辜负期待，毕竟都是为了支持演技派黄渤去的[污]
2018-08-16 12:40:40,wx13831171099,石家庄,5,好看好看的电影
2018-08-16 12:40:31,LaBrezza,泰安,4,虽然可能对于一些人来说，这个电影不够完美。但是足够了。虽然烂尾了 但是如果真的按一开始写好的结尾，大家都死了之类的内容，中国是不允许播出的。emmmm还不错，相对满意
2018-08-16 12:40:31,吃货一族xy,登封,5,挺不错的，很好看
2018-08-16 12:40:13,KL吃遍天下美食,滨州,5,和漂流记差不多了，总体来说还可以吧，没有想象中的惊喜！
2018-08-16 12:42:56,SeM645838411,汕头,5,很好，不错，挺好看，真的。
2018-08-16 12:42:53,Dzd317217723,广元,4,觉得没有那么简单，有二刷的冲动
2018-08-16 12:42:34,Z琪琪丶,绵阳,4,一般吧，一般吧
2018-08-16 12:42:25,听雨_2010,昆明,5,好剧，优秀！
2018-08-16 12:42:22,月黄昏lingling,宿迁,2,整个电影笑点不多，前期把人性的自私展露无遗，但是用十分钟洗白，太过突兀
2018-08-16 12:42:09,你是我的夢想,登封,5,黄渤和张艺兴演技都挺不错
2018-08-16 12:41:42,gl867437,西安,5,非常喜欢的一部影片，值得推荐
2018-08-16 12:41:41,GbD852597826,杭州,3.5,完全的男权社会吗？女人能不能有点作为？
